player_id,full_name,known_as,dob,position,nationality,status
CAF_MW_000277,Justice Honde,,,,,
CAF_MW_000744,Pemphero Friday,,,,,active
CAF_MW_000278,Hamza Owen,,,,,
CAF_MW_000745,Blessings Willy,,,,,active
CAF_MW_000279,Chisomo Khungwa,,,,,
CAF_MW_000746,Happy Makause,,,,,active
CAF_MW_000281,Francis Gunde,,,,,
CAF_MW_000747,Farook Ndasowa,,,,,active
CAF_MW_000282,Aspria Denis,,,,,
CAF_MW_000748,James Nyamphota,,,,,active
CAF_MW_000283,Ndaziona Chatsalira,,,,,
CAF_MW_000749,Maxwell Kamanga,,,,,active
CAF_MW_000284,Gift Mansion,,,,,
CAF_MW_000750,Robert Kapinga,,,,,active
CAF_MW_000285,Andrew Chilemba,,,,,
CAF_MW_000751,Kelvin Betha,,,,,active
CAF_MW_000286,Andrew Mwale,,,,,
CAF_MW_000752,Anock Mwenebanda,,,,,active
CAF_MW_000287,Dickies Nyirenda,,,,,
CAF_MW_000753,Enock Banda,,,,,active
CAF_MW_000288,Harrison Phiri,,,,,
CAF_MW_000754,Kelvin Nkhoma,,,,,active
CAF_MW_000289,Kennedy Seme,,,,,
CAF_MW_000755,Emmanuel Banda,,,,,active
CAF_MW_000290,Joseph Banda,,,,,
CAF_MW_000756,White Notah,,,,,active
CAF_MW_000291,Ronald Ndalama,,,,,
CAF_MW_000757,Jobe Chikopa,,,,,active
CAF_MW_000292,Allan Mlongola,,,,,
CAF_MW_000758,Peter Likwangulo,,,,,active
CAF_MW_000293,Kumbukani Chibaka,,,,,
CAF_MW_000759,Frank Patrick,,,,,active
CAF_MW_000294,Trevor Mwase,,,,,
CAF_MW_000760,Timothy Banda,,,,,active
CAF_MW_000295,Frank Kaunda,,,,,
CAF_MW_000761,Aaron Banda,,,,,active
CAF_MW_000296,Medison Salimu,,,,,
CAF_MW_000762,Manuel Banda,,,,,active
CAF_MW_000297,Blessings Nyasulu,,,,,
CAF_MW_000763,Hope Sembeleka,,,,,active
CAF_MW_000298,Ackim Kamanga,,,,,
CAF_MW_000764,Ekali Chingwalu,,,,,active
CAF_MW_000299,Podice Gondwe,,,,,
CAF_MW_000765,Micheal Kamanga,,,,,active
CAF_MW_000300,Wellington Katapa,,,,,
CAF_MW_000766,Isaac Leman,,,,,active
CAF_MW_000301,Martin Chilala,,,,,
CAF_MW_000767,Tendi Chidon,,,,,active
CAF_MW_000302,Charles Mhonie,,,,,
CAF_MW_000768,Juwaya,,,,,active
CAF_MW_000303,Benjamin Mapunda,,,,,
CAF_MW_000769,Chikwata,,,,,active
CAF_MW_000304,Wanangwa Gondwe,,,,,
CAF_MW_000770,Mwetse,,,,,active
CAF_MW_000305,Mphatso Kumwenda,,,,,
CAF_MW_000771,Emmanuel,,,,,active
CAF_MW_000306,Shaibu Jahali,,,,,
CAF_MW_000772,S. Banda,,,,,active
CAF_MW_000307,Massa Perekani,,,,,
CAF_MW_000773,F. Banda,,,,,active
CAF_MW_000308,Solomon Nkosi,,,,,
CAF_MW_000774,Matchipitsa,,,,,active
CAF_MW_000309,Wyson Nyirenda,,,,,
CAF_MW_000775,Bokosi,,,,,active
CAF_MW_000310,Clifford Chisale,,,,,
CAF_MW_000776,Nyambose,,,,,active
CAF_MW_000311,Adjoy Shabani,,,,,
CAF_MW_000777,Mitolo,,,,,active
CAF_MW_000312,Henderson Kanjika,,,,,
CAF_MW_000778,Suwedi,,,,,active
CAF_MW_000313,Jomole Phiri,,,,,
CAF_MW_000779,Machira,,,,,active
CAF_MW_000314,Nathan Msiska,,,,,
CAF_MW_000780,Makalani,,,,,active
CAF_MW_000315,Pearson Nyirenda,,,,,
CAF_MW_000781,Chinong'one,,,,,active
CAF_MW_000316,Kondwani Chirwa,,,,,
CAF_MW_000782,Sherif,,,,,active
CAF_MW_000317,Zachariah Mphamba,,,,,
CAF_MW_000783,Chihoma,,,,,active
CAF_MW_000318,Clement Mthali,,,,,active
CAF_MW_000784,Chirombo,,,,,active
CAF_MW_000319,Mike Luhanga,,,,,active
CAF_MW_000785,Mtondo,,,,,active
CAF_MW_000320,Jonathan Phiri,,,,,active
CAF_MW_000786,Jeremiah Simfukwe,,,,,active
CAF_MW_000321,Daniel Chisokwe,,,,,active
CAF_MW_000787,Black Aliseni,,,,,active
CAF_MW_000322,Emmanuel Mlotha,,,,,active
CAF_MW_000788,Mtopijo Njewa,,,,,active
CAF_MW_000323,Thompson Mkandawire,,,,,active
CAF_MW_000789,Philip Malingwele,,,,,active
CAF_MW_000324,Cyrus Grem,,,,,active
CAF_MW_000790,Chisomo Sambani,,,,,active
CAF_MW_000325,Sulintha Robert,,,,,active
CAF_MW_000791,Jimmy Viyuyi,,,,,active
CAF_MW_000326,Chifuwa Makawa,,,,,active
CAF_MW_000792,Redson Nkhoma,,,,,active
CAF_MW_000327,Chisomo Mpachika,,,,,active
CAF_MW_000793,Nadrick Nyirenda,,,,,active
CAF_MW_000328,Adam Wallace,,,,,active
CAF_MW_000794,Brown Magaga,,,,,active
CAF_MW_000329,Gracious Kapachika,,,,,active
CAF_MW_000795,Chifundo Makawa,,,,,active
CAF_MW_000330,Ben Mbewe,,,,,active
CAF_MW_000796,Banda,,,,,active
CAF_MW_000331,Prince Kachere,,,,,active
CAF_MW_000797,Jere,,,,,active
CAF_MW_000332,Joshua Masache,,,,,active
CAF_MW_000798,James,,,,,active
CAF_MW_000333,Kelvin Hanganda,,,,,active
CAF_MW_000799,Mughogho,,,,,active
CAF_MW_000334,Lasuli Jali,,,,,active
CAF_MW_000800,Nkhumbula,,,,,active
CAF_MW_000335,Raphick Bahati,,,,,active
CAF_MW_000801,Chimlambe,,,,,active
CAF_MW_000336,Precious Phiri,,,,,active
CAF_MW_000802,Chinula,,,,,active
CAF_MW_000337,Mapalo Gumbo,,,,,active
CAF_MW_000803,Malema,,,,,active
CAF_MW_000338,Taimon Gomeka,,,,,active
CAF_MW_000804,Aubrey Khumbula,,,,,active
CAF_MW_000339,Dumisan Chirambo,,,,,active
CAF_MW_000805,Light James,,,,,active
CAF_MW_000340,Gomezgani Sibale,,,,,active
CAF_MW_000806,Lovemore Jere,,,,,active
CAF_MW_000341,Zakaria Mphamba,,,,,active
CAF_MW_000807,Dumisani Chizizi,,,,,active
CAF_MW_000342,Lumbani Kamanga,,,,,active
CAF_MW_000808,Clifford Chimlambe,,,,,active
CAF_MW_000343,Jimmy Kalanje,,,,,active
CAF_MW_000809,Lusekero Malema,,,,,active
CAF_MW_000344,Andrew Kamanga,,,,,active
CAF_MW_000810,Chisomo Chawanda,,,,,active
CAF_MW_000345,Herand Phiri,,,,,active
CAF_MW_000811,Lesman Singini,,,,,active
CAF_MW_000346,Steven Jafali,,,,,active
CAF_MW_000812,G. Nyirenda,,,,,active
CAF_MW_000347,Chancy Kaonga,,,,,active
CAF_MW_000813,George Nyirenda,,,,,active
CAF_MW_000348,Shamiuna Watch,,,,,active
CAF_MW_000814,Andiseni Chekani,,,,,active
CAF_MW_000349,Shukurani Mussa,,,,,active
CAF_MW_000815,Moses Mangongo,,,,,active
CAF_MW_000350,Black Alisen,,,,,active
CAF_MW_000816,Daniel Selengo,,,,,active
CAF_MW_000351,Eric Mandanda,,,,,active
CAF_MW_000817,Roosevelt Njikho,,,,,active
CAF_MW_000352,Samson Phiri,,,,,active
CAF_MW_000818,Charles Mwale,,,,,active
CAF_MW_000353,Zebron Kalima,,,,,active
CAF_MW_000819,Jason Yosophati,,,,,active
CAF_MW_000354,Precious Katsonga,,,,,active
CAF_MW_000820,Gift Nyumayo,,,,,active
CAF_MW_000355,Justice Zulu,,,,,active
CAF_MW_000821,Elija Leman,,,,,active
CAF_MW_000356,Amidu Madison,,,,,active
CAF_MW_000822,Tonny Biwi,,,,,active
CAF_MW_000357,Savior Nkhoma,,,,,active
CAF_MW_000823,Malaki Lichapa,,,,,active
CAF_MW_000358,Blessings Nyirenda,,,,,active
CAF_MW_000824,Willard Banda,,,,,active
CAF_MW_000359,Innocent Simkonda,,,,,active
CAF_MW_000825,Gerald Banda,,,,,active
CAF_MW_000360,Mathews Kumwenda,,,,,active
CAF_MW_000826,Tiyamike Phiri,,,,,active
CAF_MW_000361,Brian Phiri,,,,,active
CAF_MW_000827,Frank Nkhata,,,,,active
CAF_MW_000362,Kondwani Chaula,,,,,active
CAF_MW_000828,Davie Saka,,,,,active
CAF_MW_000363,Limbitso Chimanjamanja,,,,,active
CAF_MW_000829,Wonderful Phiri,,,,,active
CAF_MW_000364,Alex White,,,,,active
CAF_MW_000830,Chikondi Banda,,,,,active
CAF_MW_000365,Richard Salima,,,,,active
CAF_MW_000831,Pias Chikhadzika,,,,,active
CAF_MW_000366,Ibrahim Rosisky,,,,,active
CAF_MW_000832,Chisomo Yakobe,,,,,active
CAF_MW_000367,Yamikani Davie,,,,,active
CAF_MW_000833,Frank Kasalika,,,,,active
CAF_MW_000368,Madalitso Chisale,,,,,active
CAF_MW_000834,Chisomo Saint,,,,,active
CAF_MW_000369,Benson Felix,,,,,active
CAF_MW_000835,Kumbukani Bufote,,,,,active
CAF_MW_000370,George Western,,,,,active
CAF_MW_000836,Hussein Abdul,,,,,active
CAF_MW_000371,Aubrey Nkhoma,,,,,active
CAF_MW_000837,Horace Banda,,,,,active
CAF_MW_000372,Anafi Alick,,,,,active
CAF_MW_000838,Kelvin Mustafa,,,,,active
CAF_MW_000373,Magaisa,,,,,active
CAF_MW_000839,Michael Ng'oma,,,,,active
CAF_MW_000374,Chikumbutso,,,,,active
CAF_MW_000840,Jafali John,,,,,active
CAF_MW_000375,Richard Esau,,,,,active
CAF_MW_000841,Centala Maliseni,,,,,active
CAF_MW_000376,Chimwemwe Mkule,,,,,active
CAF_MW_000842,Bright Mtawali,,,,,active
CAF_MW_000377,Blessings Phiri,,,,,active
CAF_MW_000843,Patrick Malenguka,,,,,active
CAF_MW_000378,Gift Macheso,,,,,active
CAF_MW_000844,Austin Gerald,,,,,active
CAF_MW_000379,Austin Malamia,,,,,active
CAF_MW_000845,James Ching'amba,,,,,active
CAF_MW_000380,Levisoni Bango,,,,,active
CAF_MW_000846,Sherif Watch,,,,,active
CAF_MW_000381,Alufeyo Nyirenda,,,,,active
CAF_MW_000847,Watson Chidzala,,,,,active
CAF_MW_000382,Jolly Mfune,,,,,active
CAF_MW_000848,Ausward Munthali,,,,,active
CAF_MW_000383,Stuart Longwe,,,,,active
CAF_MW_000849,Stephano George,,,,,active
CAF_MW_000384,Esau Dobie,,,,,active
CAF_MW_000850,Dominic Cosmas,,,,,active
CAF_MW_000385,Sam Sale,,,,,active
CAF_MW_000851,Dennis Chembezi,,,,,active
CAF_MW_000386,Kingsley Mvula,,,,,active
CAF_MW_000852,Chifundo Mphasi,,,,,active
CAF_MW_000387,Luke Jere,,,,,active
CAF_MW_000853,Washall Jaziya,,,,,active
CAF_MW_000388,Tyson Kaunda,,,,,active
CAF_MW_000854,Christopher Kumwembe,,,,,active
CAF_MW_000389,Mustafa Tandwe,,,,,active
CAF_MW_000855,Francisco Madinga,,,,,active
CAF_MW_000390,Dziwani Kulemeka,,,,,active
CAF_MW_000856,Luciano Rundles,,,,,active
CAF_MW_000391,Prince Banda,,,,,active
CAF_MW_000857,Jones Chinawa,,,,,active
CAF_MW_000392,William Bwemba,,,,,active
CAF_MW_000858,Yusufu Mdala,,,,,active
CAF_MW_000393,Jackson Wahita,,,,,active
CAF_MW_000859,Dani Banda,,,,,active
CAF_MW_000394,Henry Manduwa,,,,,active
CAF_MW_000860,Yamikani Luka,,,,,active
CAF_MW_000395,Henry Manduwa,,,,,active
CAF_MW_000861,Luseni Yamikan,,,,,active
CAF_MW_000396,Blessings Jackson,,,,,active
CAF_MW_000862,Brino Banda,,,,,active
CAF_MW_000397,Hope Kasinja,,,,,active
CAF_MW_000863,Raffick Banda,,,,,active
CAF_MW_000398,Jolamu Joseph,,,,,active
CAF_MW_000864,Thom Criopher,,,,,active
CAF_MW_000399,Alufale Chande,,,,,active
CAF_MW_000865,Daniel Marko,,,,,active
CAF_MW_000400,Noah Hunt,,,,,active
CAF_MW_000866,Chisomo Tembo,,,,,active
CAF_MW_000401,George Mboma,,,,,active
CAF_MW_000867,Harold Mayinala,,,,,active
CAF_MW_000402,Peter Banda,,,,,active
CAF_MW_000868,Chisomo Kabota,,,,,active
CAF_MW_000403,Saulos Moyo,,,,,active
CAF_MW_000869,Junior Zamandi,,,,,active
CAF_MW_000404,Sama Thierry Tanjong,,,,,active
CAF_MW_000870,Bornface Gama,,,,,active
CAF_MW_000405,Clement Kaseka,,,,,active
CAF_MW_000871,Chiponde Bekie,,,,,active
CAF_MW_000406,Newman Mwamusamale,,,,,active
CAF_MW_000872,Kamzati Lawrence,,,,,active
CAF_MW_000407,Blessings Mfune,,,,,active
CAF_MW_000873,Kondwani Joseph,,,,,active
CAF_MW_000408,Blessings Mfune,,,,,active
CAF_MW_000874,Potifer Banda,,,,,active
CAF_MW_000409,Jerphason Kanyenda,,,,,active
CAF_MW_000875,Amos Banda,,,,,active
CAF_MW_000410,Jason Moyo,,,,,active
CAF_MW_000876,Billy Makonokaya,,,,,active
CAF_MW_000411,Christian Maluwa,,,,,active
CAF_MW_000877,Jeffrey Tika,,,,,active
CAF_MW_000412,Ulunji Zgambo,,,,,active
CAF_MW_000878,Chisomo Nkhungwa,,,,,active
CAF_MW_000413,Rodrick Maluzu,,,,,active
CAF_MW_000879,Chifuniro Dave,,,,,active
CAF_MW_000414,Fatsani Chiusiwa,,,,,active
CAF_MW_000880,Elias Lehman,,,,,active
CAF_MW_000415,Yanbo Kambalu,,,,,active
CAF_MW_000881,Precious Msofi,,,,,active
CAF_MW_000416,Francis Kadango,,,,,active
CAF_MW_000882,Peter Kapepe,,,,,active
CAF_MW_000417,Zaha M'bawa,,,,,active
CAF_MW_000883,Chisomo Kajani,,,,,active
CAF_MW_000418,Zaha M'bawa,,,,,active
CAF_MW_000884,Ahad Mpapalika,,,,,active
CAF_MW_000419,Ishmael Saidi,,,,,active
CAF_MW_000885,Khumbo Msiska,,,,,active
CAF_MW_000420,Aaron Yohane,,,,,active
CAF_MW_000886,Chifundo Banda,,,,,active
CAF_MW_000421,Gift Gomez,,,,,active
CAF_MW_000887,Joseph Msowoya,,,,,active
CAF_MW_000422,Chisomo Saenda,,,,,active
CAF_MW_000888,Gracious Chavula,,,,,active
CAF_MW_000423,Gift Gomez,,,,,active
CAF_MW_000889,Joshua Gondwe,,,,,active
CAF_MW_000424,Yelemiya Phiri,,,,,active
CAF_MW_000890,Smith Kadenge,,,,,active
CAF_MW_000425,Benson Moses,,,,,active
CAF_MW_000891,Moses Mtambo,,,,,active
CAF_MW_000426,Gift Gomez,,,,,active
CAF_MW_000892,Opportunity Kalua,,,,,active
CAF_MW_000427,Chisomo Saenda,,,,,active
CAF_MW_000893,Wayson Mwanza,,,,,active
CAF_MW_000428,Davie Mwanza,,,,,active
CAF_MW_000894,Blessings Chigo,,,,,active
CAF_MW_000429,Gracious Yasin,,,,,active
CAF_MW_000895,Chimwemwe Khonje,,,,,active
CAF_MW_000430,Limbani Kamanga,,,,,active
CAF_MW_000896,Innocent Chipofya,,,,,active
CAF_MW_000431,Chisomo Mygha,,,,,active
CAF_MW_000897,Joseph Msiska,,,,,active
CAF_MW_000432,Clifton Lemos,,,,,active
CAF_MW_000433,Gaddie Chirwa,,,,,active
CAF_MW_000898,"FulltimSteven Phiri,Dickens Nyirenda, Benjamin Nyirenda, Timothy Katapa",,,,,active
CAF_MW_000434,Nickson Mwase,,,,,active
CAF_MW_000899,"Steven Phiri,Dickens Nyirenda, Benjamin Nyirenda, Timothy Katapa",,,,,active
CAF_MW_000900,Mayamiko Chiusiwa,,,,,active
CAF_MW_000435,Happy Henderson,,,,,active
CAF_MW_000901,Movert Katapa,,,,,active
CAF_MW_000436,Gift Phiri,,,,,active
CAF_MW_000902,Laban Longwe,,,,,active
CAF_MW_000437,Wongani Kamanga,,,,,active
CAF_MW_000903,Patrick Jiya,,,,,active
CAF_MW_000438,Rashid Daah,,,,,active
CAF_MW_000904,Benjamin Nyirenda,,,,,active
CAF_MW_000439,Nicholas Kalondole,,,,,active
CAF_MW_000905,Kumbukani Banya,,,,,active
CAF_MW_000440,Yusuf Adesola,,,,,active
CAF_MW_000906,Timothy Katapa,,,,,active
CAF_MW_000441,Baba Nkhoma,,,,,active
CAF_MW_000907,Expert Kamanga,,,,,active
CAF_MW_000442,Samani Nyirenda,,,,,active
CAF_MW_000908,Emmanuel Mkandawire,,,,,active
CAF_MW_000443,Frank Mwale,,,,,active
CAF_MW_000909,Charles Deya,,,,,active
CAF_MW_000444,Essau Ngwira,,,,,active
CAF_MW_000910,Harry Barton,,,,,active
CAF_MW_000445,Chikondi Saka,,,,,active
CAF_MW_000911,Francis Phiri,,,,,active
CAF_MW_000446,Chikondi Nyirenda,,,,,active
CAF_MW_000912,Jordan Chirwa,,,,,active
CAF_MW_000447,Edwin Nyirenda,,,,,active
CAF_MW_000913,Daniel Scuka,,,,,active
CAF_MW_000448,Duncan Mpoha,,,,,active
CAF_MW_000914,Tinashe Kasambala,,,,,active
CAF_MW_000449,Sydney Mhone,,,,,active
CAF_MW_000915,Hadji Mabvuto,,,,,active
CAF_MW_000450,Issa Hassan,,,,,active
CAF_MW_000916,France Mwalwanda,,,,,active
CAF_MW_000451,Austine Ngoma,,,,,active
CAF_MW_000917,Julie Stokyo,,,,,active
CAF_MW_000452,Steven Phiri,,,,,active
CAF_MW_000918,Precious Nyirenda,,,,,active
CAF_MW_000453,Emanuel Nkawa,,,,,active
CAF_MW_000919,Innocent Chirwa,,,,,active
CAF_MW_000454,Justice Mahilasi,,,,,active
CAF_MW_000920,Simon Gama,,,,,active
CAF_MW_000455,Frank Mlimanjira,,,,,active
CAF_MW_000921,Amos Nyirenda,,,,,active
CAF_MW_000456,Chikumbutso Makoloni,,,,,active
CAF_MW_000922,Lameck Tchuwa,,,,,active
CAF_MW_000457,Henry Justin,,,,,active
CAF_MW_000923,Joshua Ziba,,,,,active
CAF_MW_000458,Grey Dickson,,,,,active
CAF_MW_000924,Blessings Chigonjetso,,,,,active
CAF_MW_000459,George Chikooka,,,,,active
CAF_MW_000925,Lameck Thindwa,,,,,active
CAF_MW_000460,Thomas Selemani,,,,,active
CAF_MW_000926,Daniel Chirwa,,,,,active
CAF_MW_000461,Emmanual Allan,,,,,active
CAF_MW_000927,James Gama,,,,,active
CAF_MW_000462,Chifundo Molosen,,,,,active
CAF_MW_000928,Smith Kadenge Luhanga,,,,,active
CAF_MW_000463,Luke Chima,,,,,active
CAF_MW_000929,Okyster Kanyenda,,,,,active
CAF_MW_000464,Boniface Ndamera,,,,,active
CAF_MW_000930,Gracious Mvula,,,,,active
CAF_MW_000465,Ibrahim Mitochi,,,,,active
CAF_MW_000931,Joshua Lukhere,,,,,active
CAF_MW_000466,Archangel Maloya,,,,,active
CAF_MW_000932,Joseph Gondwe,,,,,active
CAF_MW_000467,Figo Chilindiza,,,,,active
CAF_MW_000933,Jasper Nyirenda,,,,,active
CAF_MW_000468,Allie Amadu,,,,,active
CAF_MW_000934,Isaac Mvula,,,,,active
CAF_MW_000469,Andrew Mapemba,,,,,active
CAF_MW_000935,Maganizo Chunga,,,,,active
CAF_MW_000470,Rodrick Kasudza,,,,,active
CAF_MW_000936,Edson Banda,,,,,active
CAF_MW_000471,George Masewo,,,,,active
CAF_MW_000937,Jackson Mgemezulu,,,,,active
CAF_MW_000938,Umali Ali,,,,,active
CAF_MW_000939,Lazarus Ng'ambi,,,,,active
CAF_MW_000940,Precious Mwenda,,,,,active
CAF_MW_000941,Denis Kayira,,,,,active
CAF_MW_000942,Emmanuel Kosamu,,,,,active
CAF_MW_000943,Noel Mtika,,,,,active
CAF_MW_000944,Steven Mhango,,,,,active
CAF_MW_000945,Trust Namwira,,,,,active
CAF_MW_000946,Falili Mwambuli,,,,,active
CAF_MW_000947,Kazembe Mlenga,,,,,active
CAF_MW_000948,Patrick Kasimba,,,,,active
CAF_MW_000949,Osman Mfune,,,,,active
CAF_MW_000950,Jonathan Nyasulu,,,,,active
CAF_MW_000951,Louis Chunga,,,,,active
CAF_MW_000952,Gift Mbughi,,,,,active
CAF_MW_000953,Joseph Nyirenda,,,,,active
CAF_MW_000954,Benjamin Mtegha,,,,,active
CAF_MW_000955,Phinius Mwafulirwa,,,,,active
CAF_MW_000956,Jonathan Mumba,,,,,active
CAF_MW_000957,Yankho Harawa,,,,,active
CAF_MW_000958,Jones Zimba,,,,,active
CAF_MW_000959,Paul Thupa,,,,,active
CAF_MW_000960,Oscar Hara,,,,,active
CAF_MW_000961,Alex Kanyema,,,,,active
CAF_MW_000962,Denis Mwakionja,,,,,active
CAF_MW_000963,Matias Nkhata,,,,,active
CAF_MW_000964,Samuel Mbewe,,,,,active
CAF_MW_000965,Hastings Tchuwa,,,,,active
CAF_MW_000966,Denis Simfukwe,,,,,active
CAF_MW_000967,John Chavula,,,,,active
CAF_MW_000968,Frank Mughogho,,,,,active
CAF_MW_000969,Kelvin Singini,,,,,active
CAF_MW_000970,Yankho Gondwe,,,,,active
CAF_MW_000971,Gift Phiri,,,,,active
CAF_MW_000972,Steve Phiri,,,,,active
CAF_MW_000973,Mphatso Kamanga,,,,,active
CAF_MW_000974,Ephraim Chinula,,,,,active
CAF_MW_000975,Frank Sanudi,,,,,active
CAF_MW_000976,Clever Chikwata,,,,,active
CAF_MW_000977,Yamikan Alick,,,,,active
CAF_MW_000978,Davie Milazi,,,,,active
CAF_MW_000979,Chimwemwe Katumwe,,,,,active
CAF_MW_000980,Temwa Ndhlovu,,,,,active
CAF_MW_000981,Temwa Ndhloce,,,,,active
CAF_MW_000982,King Nyasulu,,,,,active
CAF_MW_000983,Wongani Mtika,,,,,active
CAF_MW_000984,Emmanuel Mtika,,,,,active
CAF_MW_000985,Angel Manda,,,,,active
CAF_MW_000986,Chifundo Banda,,,,,active
CAF_MW_000987,Vuoso Mvula,,,,,active
CAF_MW_000988,Vic Pota,,,,,active
CAF_MW_000989,Happy Chilenje,,,,,active
CAF_MW_000990,Mikaya Makoloni,,,,,active
CAF_MW_000991,Friend Phiri,,,,,active
CAF_MW_000992,Junior Laura,,,,,active
CAF_MW_000993,Wisdom Mchenga,,,,,active
CAF_MW_000994,Petros Mhango,,,,,active
CAF_MW_000995,Khwima Zgambo,,,,,active
CAF_MW_000996,Chawanangwa Sichinga,,,,,active
CAF_MW_000997,Moses Phiri,,,,,active
CAF_MW_000998,Matthews Mount,,,,,active
CAF_MW_000999,Innocent Chunga,,,,,active
CAF_MW_001000,Menson Mwakapenda,,,,,active
CAF_MW_001001,Haroon Omar,,,,,active
CAF_MW_001002,Innocent Chisale,,,,,active
CAF_MW_001003,Dickson Mpata,,,,,active
CAF_MW_001004,Rahim Issa,,,,,active
CAF_MW_001005,Samuel Mphande,,,,,active
CAF_MW_001006,Wisdom Sibale,,,,,active
CAF_MW_001007,Renard Panje,,,,,active
CAF_MW_001008,"Jomole Phiri, Given Mwandira",,,,,active
CAF_MW_001009,Daniel SIBALE,,,,,active
CAF_MW_001010,"Daniel SIBALE, Kingsley Mvula",,,,,active
CAF_MW_001011,Robin Chioko,,,,,active
CAF_MW_001012,"Robin Chioko,",,,,,active
CAF_MW_001013,Precious Chipunga,,,,,active
CAF_MW_001014,Samson Olatubosuni,,,,,active
CAF_MW_001015,Thomas Shabani,,,,,active
CAF_MW_001016,Stain Matengere,,,,,active
CAF_MW_001017,Mwai Banda,,,,,active
CAF_MW_001018,Isaac Ngulube,,,,,active
CAF_MW_001019,Phillip Mkandawire,,,,,active
CAF_MW_001020,Luckson Mwaita,,,,,active
CAF_MW_001021,Yamikani Luseni,,,,,active
CAF_MW_001022,Ibrahim Manyali,,,,,active
CAF_MW_001023,Bornidinio Mavuto,,,,,active
